state,candidate,total_votes,party,Election Year
West Virginia,Bernie Sanders,770,Democrat,2016
West Virginia,Hillary Clinton,330,Democrat,2016
West Virginia,Bernie Sanders,428,Democrat,2016
West Virginia,Hillary Clinton,202,Democrat,2016
West Virginia,Bernie Sanders,1071,Democrat,2016
West Virginia,Hillary Clinton,738,Democrat,2016
West Virginia,Bernie Sanders,2898,Democrat,2016
West Virginia,Hillary Clinton,1934,Democrat,2016
West Virginia,Bernie Sanders,837,Democrat,2016
West Virginia,Hillary Clinton,384,Democrat,2016
West Virginia,Bernie Sanders,1744,Democrat,2016
West Virginia,Hillary Clinton,845,Democrat,2016
West Virginia,Bernie Sanders,326,Democrat,2016
West Virginia,Hillary Clinton,170,Democrat,2016
West Virginia,Bernie Sanders,4519,Democrat,2016
West Virginia,Hillary Clinton,3169,Democrat,2016
West Virginia,Bernie Sanders,1498,Democrat,2016
West Virginia,Hillary Clinton,710,Democrat,2016
West Virginia,Donald Trump,1782,Republican,2016
West Virginia,John Kasich,97,Republican,2016
West Virginia,Ted Cruz,159,Republican,2016
West Virginia,Donald Trump,9235,Republican,2016
